sample_id,location,date,feature_name,parent_boundary,city,canton,feature_type,orchards,vineyards,buildings,forest,undefined,public_services,streets,code,pcs/m,quantity,project,region,doy
"('veveyse', '2016-01-15')",veveyse,2016-01-15,lac-leman,rhone,Vevey,Vaud,l,0.0,0.0563674321503131,0.960945529290853,0.0,0.015299026425591,0.1254568062780179,0.3903578496577231,G70,0.0,0,MCBP,Haut lac,
"('veveyse', '2016-01-21')",veveyse,2016-01-21,lac-leman,rhone,Vevey,Vaud,l,0.0,0.0563674321503131,0.960945529290853,0.0,0.015299026425591,0.1254568062780179,0.3903578496577231,G70,0.0,0,MCBP,Haut lac,
"('veveyse', '2016-02-09')",veveyse,2016-02-09,lac-leman,rhone,Vevey,Vaud,l,0.0,0.0563674321503131,0.960945529290853,0.0,0.015299026425591,0.1254568062780179,0.3903578496577231,G70,0.02,1,MCBP,Haut lac,
"('veveyse', '2016-03-11')",veveyse,2016-03-11,lac-leman,rhone,Vevey,Vaud,l,0.0,0.0563674321503131,0.960945529290853,0.0,0.015299026425591,0.1254568062780179,0.3903578496577231,G70,0.02,1,MCBP,Haut lac,
"('veveyse', '2016-04-02')",veveyse,2016-04-02,lac-leman,rhone,Vevey,Vaud,l,0.0,0.0563674321503131,0.960945529290853,0.0,0.015299026425591,0.1254568062780179,0.3903578496577231,G70,0.0,0,MCBP,Haut lac,
"('veveyse', '2016-04-12')",veveyse,2016-04-12,lac-leman,rhone,Vevey,Vaud,l,0.0,0.0563674321503131,0.960945529290853,0.0,0.015299026425591,0.1254568062780179,0.3903578496577231,G70,0.02,1,MCBP,Haut lac,
"('veveyse', '2016-04-19')",veveyse,2016-04-19,lac-leman,rhone,Vevey,Vaud,l,0.0,0.0563674321503131,0.960945529290853,0.0,0.015299026425591,0.1254568062780179,0.3903578496577231,G70,0.02,1,MCBP,Haut lac,
"('veveyse', '2016-06-17')",veveyse,2016-06-17,lac-leman,rhone,Vevey,Vaud,l,0.0,0.0563674321503131,0.960945529290853,0.0,0.015299026425591,0.1254568062780179,0.3903578496577231,G70,0.08,4,MCBP,Haut lac,
"('veveyse', '2016-11-14')",veveyse,2016-11-14,lac-leman,rhone,Vevey,Vaud,l,0.0,0.0563674321503131,0.960945529290853,0.0,0.015299026425591,0.1254568062780179,0.3903578496577231,G70,0.05,3,MCBP,Haut lac,
"('veveyse', '2016-11-28')",veveyse,2016-11-28,lac-leman,rhone,Vevey,Vaud,l,0.0,0.0563674321503131,0.960945529290853,0.0,0.015299026425591,0.1254568062780179,0.3903578496577231,G70,0.36,17,MCBP,Haut lac,
"('veveyse', '2016-12-05')",veveyse,2016-12-05,lac-leman,rhone,Vevey,Vaud,l,0.0,0.0563674321503131,0.960945529290853,0.0,0.015299026425591,0.1254568062780179,0.3903578496577231,G70,0.11,5,MCBP,Haut lac,
"('veveyse', '2017-01-05')",veveyse,2017-01-05,lac-leman,rhone,Vevey,Vaud,l,0.0,0.0563674321503131,0.960945529290853,0.0,0.015299026425591,0.1254568062780179,0.3903578496577231,G70,0.12,5,MCBP,Haut lac,
"('vidy', '2016-06-07')",vidy,2016-06-07,lac-leman,rhone,Lausanne,Vaud,l,0.0,0.0,0.9712230215827338,0.0390738060781476,0.0013908205841446,0.6286002280642101,0.5161405443986633,G70,0.12,1,MCBP,Grand lac,
"('vidy-ruines', '2020-06-02')",vidy-ruines,2020-06-02,lac-leman,rhone,Lausanne,Vaud,l,0.0,0.0,0.9547790339157244,0.0376266280752532,0.0250347705146036,0.694227306908627,0.551471303896441,G70,0.0,0,IQAASL,Grand lac,
"('vidy-ruines', '2020-06-30')",vidy-ruines,2020-06-30,lac-leman,rhone,Lausanne,Vaud,l,0.0,0.0,0.9547790339157244,0.0376266280752532,0.0250347705146036,0.694227306908627,0.551471303896441,G70,0.0,0,IQAASL,Grand lac,
"('vidy-ruines', '2020-08-01')",vidy-ruines,2020-08-01,lac-leman,rhone,Lausanne,Vaud,l,0.0,0.0,0.9547790339157244,0.0376266280752532,0.0250347705146036,0.694227306908627,0.551471303896441,G70,0.0,0,IQAASL,Grand lac,
"('vidy-ruines', '2020-09-02')",vidy-ruines,2020-09-02,lac-leman,rhone,Lausanne,Vaud,l,0.0,0.0,0.9547790339157244,0.0376266280752532,0.0250347705146036,0.694227306908627,0.551471303896441,G70,0.0,0,IQAASL,Grand lac,
"('vidy-ruines', '2020-12-01')",vidy-ruines,2020-12-01,lac-leman,rhone,Lausanne,Vaud,l,0.0,0.0,0.9547790339157244,0.0376266280752532,0.0250347705146036,0.694227306908627,0.551471303896441,G70,0.0,0,IQAASL,Grand lac,
"('vidy-ruines', '2021-03-04')",vidy-ruines,2021-03-04,lac-leman,rhone,Lausanne,Vaud,l,0.0,0.0,0.9547790339157244,0.0376266280752532,0.0250347705146036,0.694227306908627,0.551471303896441,G70,0.0,0,IQAASL,Grand lac,
"('vidy-ruines', '2021-04-15')",vidy-ruines,2021-04-15,lac-leman,rhone,Lausanne,Vaud,l,0.0,0.0,0.9547790339157244,0.0376266280752532,0.0250347705146036,0.694227306908627,0.551471303896441,G70,0.0,0,IQAASL,Grand lac,
"('villa-barton', '2016-04-02')",villa-barton,2016-04-02,lac-leman,rhone,Genève,Genève,l,0.0,0.0,0.997944501541624,0.0,0.0027816411682892,0.6340355634149359,0.3719949388443695,G70,0.14,2,MCBP,Petit lac,
"('villa-barton', '2016-04-10')",villa-barton,2016-04-10,lac-leman,rhone,Genève,Genève,l,0.0,0.0,0.997944501541624,0.0,0.0027816411682892,0.6340355634149359,0.3719949388443695,G70,0.0,0,MCBP,Petit lac,
"('villa-barton', '2016-04-16')",villa-barton,2016-04-16,lac-leman,rhone,Genève,Genève,l,0.0,0.0,0.997944501541624,0.0,0.0027816411682892,0.6340355634149359,0.3719949388443695,G70,0.0,0,MCBP,Petit lac,
"('villa-barton', '2016-04-22')",villa-barton,2016-04-22,lac-leman,rhone,Genève,Genève,l,0.0,0.0,0.997944501541624,0.0,0.0027816411682892,0.6340355634149359,0.3719949388443695,G70,0.0,0,MCBP,Petit lac,
"('villa-barton', '2016-05-02')",villa-barton,2016-05-02,lac-leman,rhone,Genève,Genève,l,0.0,0.0,0.997944501541624,0.0,0.0027816411682892,0.6340355634149359,0.3719949388443695,G70,0.0,0,MCBP,Petit lac,
"('villa-barton', '2016-05-08')",villa-barton,2016-05-08,lac-leman,rhone,Genève,Genève,l,0.0,0.0,0.997944501541624,0.0,0.0027816411682892,0.6340355634149359,0.3719949388443695,G70,0.0,0,MCBP,Petit lac,
"('villa-barton', '2016-06-05')",villa-barton,2016-06-05,lac-leman,rhone,Genève,Genève,l,0.0,0.0,0.997944501541624,0.0,0.0027816411682892,0.6340355634149359,0.3719949388443695,G70,0.0,0,MCBP,Petit lac,
"('villa-barton', '2016-07-21')",villa-barton,2016-07-21,lac-leman,rhone,Genève,Genève,l,0.0,0.0,0.997944501541624,0.0,0.0027816411682892,0.6340355634149359,0.3719949388443695,G70,0.0,0,MCBP,Petit lac,
"('villa-barton', '2016-07-22')",villa-barton,2016-07-22,lac-leman,rhone,Genève,Genève,l,0.0,0.0,0.997944501541624,0.0,0.0027816411682892,0.6340355634149359,0.3719949388443695,G70,0.0,0,MCBP,Petit lac,
"('villa-barton', '2020-10-20')",villa-barton,2020-10-20,lac-leman,rhone,Genève,Genève,l,0.0,0.0,0.997944501541624,0.0,0.0027816411682892,0.6340355634149359,0.3719949388443695,G70,0.06,1,IQAASL,Petit lac,
"('villa-barton', '2021-01-22')",villa-barton,2021-01-22,lac-leman,rhone,Genève,Genève,l,0.0,0.0,0.997944501541624,0.0,0.0027816411682892,0.6340355634149359,0.3719949388443695,G70,0.3,15,IQAASL,Petit lac,
"('villa-barton', '2021-11-14')",villa-barton,2021-11-14,lac-leman,rhone,Genève,Genève,l,0.0,0.0,0.997944501541624,0.0,0.0027816411682892,0.6340355634149359,0.3719949388443695,G70,0.08,5,,Petit lac,
"('maladaire', '2021-06-02')",maladaire,2021-06-02,lac-leman,rhone,La Tour-de-Peilz,Vaud,l,0.0,0.3215031315240084,0.8314491264131552,0.0,0.0125173852573018,0.1207509031550493,0.2181812283035395,G70,0.18,11,IQAASL,Haut lac,153.0
