OBJECTID,OBJORIG,DATEOFCHNG,GEWISSNR,NAMN,LAUFNR,BREITE,KLASSE,LINST,GWLNR,EXS,HOC,UUID,OBJORIG_YE,OBJVAL,slug,latitude,longitude,city,water_name,water,length
"12567",TLM,2020/06/17,"4642",N_P,"0","9","9",CH,CH0046420000,Not applicable,Natural,{DCED2632-6576-47A4-BFDD-A86F1C831E72},"2020",Fluss,vira-gambarogno,46.143343000000002,8.838759000000000,Gambarogno,Lago Maggiore,l,"2078"
"14141",TLM,2015/10/29,"11100",N_P,"0","20","10",CH,CH0111000000,Not applicable,Man-made,{BEA4FDE7-67E5-4603-B6D1-F9A96453367E},"2015",Fluss,via-mirasole-spiaggia,46.199530000000003,9.014930000000000,Bellinzona,Ticino,r,"2881"
"16700",LK200,2005/01/01,"3584",Walensee,"0","6","6",CH,CH0035840000,Not applicable,Natural,{778D5DB8-962E-4C52-88C6-82684C379BDD},"1998",Seeachse,gasi-strand,47.128442000000000,9.110830999999999,Weesen,Walensee,l,"18"
"16179",TLM,2020/07/16,"515",Grütbach,"0","9","7",CH,CH0005150000,Not applicable,Natural,{A9B7D034-7AD7-4DB4-B872-3B3ACCD208F2},"2020",Fluss,emme_luterbach_huggenbergerk,47.211944199999998,7.574014400000000,Zuchwil,Emme,r,"1413"
"12788",TLM,2020/07/17,"1427",Giesse,"0","10","10",CH,CH0014270000,Not applicable,Natural,{0A3E3BBF-BFF2-44ED-B271-0301DB7A4BA2},"2020",Fluss,aare_kehrsatz_stolten,46.923571899999999,7.488301100000000,Belp,Aare,r,"2443"
"12248",TLM,2020/07/15,"302",Filzbach,"0","9","9",CH,CH0003020000,Not applicable,Natural,{B6C41A61-C72A-4485-8C33-2717C3983AAC},"2020",Fluss,linth_route9brucke,47.125729999999997,9.117340000000000,Glarus Nord,Escherkanal,r,"1821"
"13844",TLM,2020/07/14,"571",Jona,"0","8","7",CH,CH0005710000,Not applicable,Natural,{CECC5B16-C077-46B3-A0DC-4D5CDC9CF2FA},"2020",Fluss,jona_tann_nusslin,47.268427199999998,8.864125100000004,Dürnten,Jona,r,"3233"
"13058",GN200,2005/09/15,"2455",Linth,"0","5","5",CH,CH0024550000,Not applicable,Natural,{85CD682C-1860-4D5B-8FBD-30E77688F44E},"2004",Fluss,linth_mollis,47.131369999999997,9.094768000000000,Glarus Nord,Linthkanal,r,"1520"
"14551",GN200,2006/11/29,"294",Limmat,"3","4","4",CH,CH0002940003,Not applicable,Natural,{C78A12CD-FDA8-461B-A048-A21BE9D67E2B},"2006",Fluss,limmat_dietikon_keiserp,47.407989100000002,8.409539799999999,Dietikon,Limmat,r,"4508"
"23279",TLM,2020/07/15,"1468",Hünibach,"0","9","9",CH,CH0014680000,Not applicable,Natural,{E0D57FFB-C0C0-44F7-BE2E-1CE9EA49E4EE},"2020",Fluss,thun-strandbad,46.739939000000000,7.633520000000000,Thun,Thunersee,l,"613"
"13085",TLM,2020/06/29,"4728",N_P,"0","9","9",CH,CH0047280000,Not applicable,Natural,{A3BC323F-C611-4B4A-8A60-1C306CA5CAE1},"2020",Fluss,route-13,46.162520999999998,8.782579100000000,Locarno,Maggia,r,"743"
"13928",TLM,2018/05/31,"95",Le Rhône,"0","2","4",CH,CH0000950000,Not applicable,Natural,{6A146C47-EB3A-4284-981F-68E24630CEEF},"2018",Fluss,lavey-la-source,46.200803999999998,7.021866000000000,Lavey-Morcles,Rhône,r,"2998"
"12938",TLM,2020/07/22,"3886",Le Flon,"0","10","10",CH,CH0038860000,Not applicable,Natural,{E511AB22-6D15-4BBE-A35A-594F4D7CA833},"2020",Fluss_U,vidy,46.514715500000001,6.598588400000000,Lausanne,Lac Léman,l,"1804"
"15475",TLM,2020/07/16,"37",Aare,"0","4","4",CH,CH0000370000,Not applicable,Natural,{9BCB471E-FF76-416F-9CD9-857F543BBDC6},"2020",Fluss,spackmatt,47.223748999999998,7.576711000000000,Luterbach,Aare,r,"2953"
"16524",TLM,2015/09/14,"294",Limmat,"0","4","4",CH,CH0002940000,Not applicable,Natural,{29F48450-56B5-4986-9B45-99035354EE35},"2015",Fluss,sihl_zuerich_eggerskoehlingera,47.381898100000001,8.538327900000002,Zürich,Sihl,r,"3134"
"15572",LK200,2005/01/01,"37",Aare,"0","5","4",CH,CH0000370000,Not applicable,Natural,{B828812C-B896-4535-BAA5-40B0F1BE8BC7},"1998",Seeachse,weissenau-neuhaus,46.676583000000001,7.817528000000000,Unterseen,Thunersee,l,"493"
"12528",TLM,2020/06/17,"4675",Isolone,"0","10","10",CH,CH0046750000,Not applicable,Natural,{CBB437C0-D52F-4625-86F7-8DB5D10C2BCA},"2020",Fluss,magadino-lido,46.149348600000003,8.855662799999999,Gambarogno,Lago Maggiore,l,"1145"
"19902",TLM,2017/06/02,"443",Birs,"0","7","5",CH,CH0004430000,Not applicable,Natural,{02F7B4D7-EF4C-4311-93E8-FF172438CB04},"2017",Fluss,sorne_birse_wwfjura,47.370986799999997,7.360909900000000,Delémont,Birs,r,"3236"
"12141",TLM,2020/07/16,"1410",Mülibach,"0","10","10",CH,CH0014100000,Not applicable,Natural,{EA8BACF0-705B-4E5E-8AB1-01D7EC820B6B},"2020",Fluss,erlach-camping-strand,47.047159000000001,7.097854000000000,Erlach,Bielersee,l,"1241"
"16524",TLM,2015/09/14,"294",Limmat,"0","4","4",CH,CH0002940000,Not applicable,Natural,{29F48450-56B5-4986-9B45-99035354EE35},"2015",Fluss,sihl_zuerich_scherfs,47.373149499999997,8.532369800000000,Zürich,Sihl,r,"2262"
"15475",TLM,2020/07/16,"37",Aare,"0","4","4",CH,CH0000370000,Not applicable,Natural,{9BCB471E-FF76-416F-9CD9-857F543BBDC6},"2020",Fluss,emme_luterbach_huggenbergerk,47.211944199999998,7.574014400000000,Zuchwil,Emme,r,"1590"
"13031",LK200,2005/01/01,"5581",Reidbach,"999","10","10",CH,CH0055810999,Not applicable,Natural,{14C9D015-CCED-4293-88F6-42A132C9E21E},"1998",Seeachse,zuerichsee_richterswil_benkoem_2,47.217645800000000,8.698713300000000,Richterswil,Zürichsee,l,"1572"
"16701",LK200,2005/01/01,"3584",Walensee,"0","6","6",CH,CH0035840000,Not applicable,Natural,{3A36870F-D186-478E-BED3-69E4FD7D1D07},"2001",Seeachse,mols-rocks,47.114343200000000,9.288173700000000,Quarten,Walensee,l,"10"
"20568",TLM,2020/06/16,"11122",Torrente Dragonato,"0","9","9",CH,CH0111220000,Not applicable,Natural,{5C5EFFFC-300B-41AF-8315-8B3A7FCE2C44},"2020",Fluss,canale-saleggi,46.200624500000004,9.015853000000000,Bellinzona,Ticino,r,"911"
"15202",TLM,2015/09/15,"577",Sihl,"0","6","6",CH,CH0005770000,Not applicable,Natural,{087DE7C5-A4B5-4591-B0F7-1E80FB90537A},"2015",Fluss,sihl_zuerich_eichenbergerd,47.339588300000003,8.516696500000000,Zürich,Sihl,r,"3226"
"17102",LK200,2005/01/01,"2072",Tüelbach,"0","10","10",CH,CH0020720000,Not applicable,Natural,{3F17815C-1CC5-4C48-BD07-765190A094F8},"2001",Fluss,murg_waengi_strickerr,47.493609999999997,8.961592800000000,Wängi,Murg,r,"1369"
"16005",TLM,2021/07/13,"44",Inn,"0","85","4",CH,CH0000440000,Not applicable,Natural,{43312649-3D6E-46AC-94C8-0F81F1772645},"2021",Fluss,inn_pradella_kohlt,46.800876000000002,10.319993999999999,Scuol,Inn,r,"426"
"20161",GN200,2011/01/25,"690",Glatt,"0","7","6",CH,CH0006900000,Not applicable,Natural,{DE17D07E-AE92-4F68-B433-FEBB6538FAB8},"2010",Fluss,glatt_oerlikon_covosn,47.416769100000003,8.566712000000004,Opfikon,Glatt,r,"3164"
"16908",TLM,2015/09/21,"277",La Thielle,"0","6","6",CH,CH0002770000,Not applicable,Natural,{5F0E7C4A-0770-4AE7-A5A7-F4B41005329E},"2015",Fluss,strandboden-biel,47.132510000000003,7.233142000000000,Biel/Bienne,Bielersee,l,"1399"
"15304",GN200,2005/11/17,"2543",Tscherlerbach,"0","8","8",CH,CH0025430000,Not applicable,Natural,{2AFEF31F-692A-4737-BD8B-6D25381DC7D8},"2005",Fluss,seez,47.119830000000000,9.300250999999999,Walenstadt,Seez,r,"1566"
"20520",TLM,2019/06/27,"56",Ticino,"0","3","4",CH,CH0000560000,Not applicable,Natural,{EB0D0475-49AA-419D-96F1-D912FF921FB1},"2019",Fluss,via-brunari-spiaggia,46.202350000000003,9.016909999999999,Bellinzona,Ticino,r,"2815"
"19638",LK200,2005/01/01,"64",Cassarate,"999","7","7",CH,CH0000640999,Not applicable,Natural,{59418BDA-DCE1-4EA9-8826-3A576353AAD2},"2001",Seeachse,foce-del-cassarate,46.002411000000002,8.961477000000000,Lugano,Cassarate,r,"1375"
"22933",TLM,2015/03/09,"294",Limmat,"0","4","4",CH,CH0002940000,Not applicable,Natural,{A249B225-248F-4032-8B2C-1300340E9699},"2015",Fluss,zurcher-strand,47.364199999999997,8.537419999999999,Zürich,Zürichsee,l,"1102"
"18175",GN200,2010/09/14,"548",Zulg,"0","7","7",CH,CH0005480000,Not applicable,Natural,{2AFC1F6E-277D-49AA-BF5F-EF2DB562CED3},"2010",Fluss,zulg_steffisburg_schmassmanne,46.774243100000000,7.624537200000000,Steffisburg,Zulg,r,"2826"
"21043",TLM,2020/07/14,"2302",Dorfbach,"0","10","10",CH,CH0023020000,Not applicable,Natural,{B4600709-B60D-427A-A19A-7C3A0FB86781},"2020",Fluss,greifensee_uster_fischerb_-2,47.347436000000002,8.689880499999999,Uster,Greifensee,l,"266"
"18904",TLM,2020/01/28,"8870",St. Alban-Teich,"0","7","8",CH,CH0088700000,Not applicable,Natural,{D6A64CE9-085A-47A9-B029-AD65406DED89},"2019",Fluss,birskopfli-rusco,47.557742900000001,7.617291600000000,Birsfelden,Birs,r,"2270"
"20364",TLM,2015/09/15,"3015",Riedikerbach,"999","9","9",CH,CH0030150999,Not applicable,Natural,{6D9ADAA2-06A3-4BB4-8253-5971804B0299},"2015",Seeachse,greifensee_maur_simmenc,47.332386399999997,8.685514599999999,Maur,Greifensee,l,"613"
"11887",TLM,2020/07/22,"92",L'Arve,"0","3","4",CH,CH0000920000,Not applicable,Natural,{36C1EE32-2908-4482-B1D4-E791D0E66754},"2020",Fluss,pont-sous-terre,46.202959800000002,6.131576720000000,Genève,Rhône,r,"1923"
"15179",TLM,2015/03/09,"577",Sihl,"0","6","6",CH,CH0005770000,Not applicable,Natural,{139388A7-5449-42C7-8B9F-30EE044D8F65},"2015",Fluss,sihl_zuerich_eggerskoehlingera,47.381898100000001,8.538327900000002,Zürich,Sihl,r,"1848"
"15377",TLM,2015/09/17,"331",Seez,"0","6","6",CH,CH0003310000,Not applicable,Natural,{BF9372B0-4BA8-4550-A453-A64BAC7DADF1},"2015",Fluss,seez,47.119830000000000,9.300250999999999,Walenstadt,Seez,r,"1576"
"18851",TLM,2016/02/18,"296",Sitter,"0","6","5",CH,CH0002960000,Not applicable,Natural,{7384BBC3-1B48-48AA-B55B-C12192FE0BE2},"2016",Fluss,sitter_gaiserwald_buehlerf,47.425160900000002,9.340103700000000,St. Gallen,Sitter,r,"3978"
"13278",TLM,2020/01/28,"500",Lütschine,"0","6","6",CH,CH0005000000,Not applicable,Natural,{63FEC1CC-D598-415A-8DDF-5BB853698A74},"2019",Fluss,hafeli,46.690283399999998,7.898592200000000,Bönigen,Brienzersee,l,"1663"
"12064",LK200,2005/01/01,"3036",Ruisseau de la Molliette,"999","9","9",CH,CH0030360999,Not applicable,Natural,{8E1349DF-F4CC-44C6-875B-D9E00056D34C},"2001",Seeachse,neuenburgersee_cudrefin_mattera,46.962708900000003,7.025968100000000,Cudrefin,Neuenburgersee,l,"1168"
"11850",GN200,2009/05/06,"3899",Baye de Clarens,"999","9","9",CH,CH0038990999,Not applicable,Natural,{17850A12-D1F8-491F-A5BB-0F5FF55A28C5},"2009",Seeachse,le-pierrier,46.439726999999998,6.888968000000000,Montreux,Lac Léman,l,"1582"
"14170",TLM,2015/09/15,"11023",Aabach,"999","8","8",CH,CH0110230999,Not applicable,Natural,{B768069C-2C1A-46D2-B0D9-976368E527E2},"2015",Seeachse,greifensee_uster_fischerb_-2,47.347436000000002,8.689880499999999,Uster,Greifensee,l,"2650"
"17118",LK200,2005/01/01,"4051",La Sionne,"0","9","9",CH,CH0040510000,Not applicable,Natural,{1BE3F537-659F-45C6-B7B4-48A4C5E4CDD1},"2001",Fluss,les-vieux-ronquoz,46.222048700000002,7.361664000000000,Sion,Rhône,r,"785"
"16908",TLM,2015/09/21,"277",La Thielle,"0","6","6",CH,CH0002770000,Not applicable,Natural,{5F0E7C4A-0770-4AE7-A5A7-F4B41005329E},"2015",Fluss,mullermatte,47.133338999999999,7.227907000000000,Biel/Bienne,Bielersee,l,"856"
"19913",TLM,2015/09/21,"443",Birs,"0","5","5",CH,CH0004430000,Not applicable,Natural,{79943F0F-8C1F-4633-84A8-4655D2C5B603},"2015",Fluss,birskopfli-rusco,47.557742900000001,7.617291600000000,Birsfelden,Birs,r,"1959"
"19841",TLM,2020/01/27,"544",Worble,"0","8","8",CH,CH0005440000,Not applicable,Natural,{302430EA-4683-4AA3-9B32-43B3A6E71E14},"2019",Fluss,aarezufluss_bern_scheurerk,46.971009700000003,7.452789700000000,Bern,Aare,r,"371"
"13235",GN200,2010/09/21,"1275",Strackbach,"0","9","9",CH,CH0012750000,Not applicable,Natural,{21947DE6-E4D3-4203-82DF-2FBAAABC31C8},"2010",Fluss,emme_biberist_jennim,47.169220799999998,7.558994800000000,Biberist,Emme,r,"2758"
"14947",TLM,2017/02/20,"676",Lorze,"0","6","5",CH,CH0006760000,Not applicable,Natural,{FE9B538C-0D67-40C8-B6C1-5B2494D05CA1},"2017",Fluss,lorze_baar_blarere,47.195401900000000,8.540236999999999,Baar,Lorze,r,"3524"
"11802",TLM,2015/09/21,"1411",La Thielle,"999","5","5",CH,CH0014110999,Not applicable,Natural,{439FBBF2-3D50-425B-B4CD-CF2B71692D67},"2015",Seeachse,gals-reserve,47.046271900000001,7.085007500000000,Gals,Bielersee,l,"10"
"14471",TLM,2020/07/02,"1176",Horenbach,"0","9","9",CH,CH0011760000,Not applicable,Natural,{2C09AD8E-0BE8-4B93-970A-4A6BFEBE9AF0},"2020",Fluss,aare_suhrespitz_badert,47.405669199999998,8.066018000000000,Aarau,Aare,r,"929"
"12597",GN200,2005/01/01,"102",Baye de Montreux,"999","9","9",CH,CH0001020999,Not applicable,Natural,{7010124F-2BF8-418B-BC48-81E8DCA687ED},"2003",Seeachse,baye-de-montreux-g,46.430833999999997,6.908778000000000,Montreux,Lac Léman,l,"1465"
"12597",GN200,2005/01/01,"102",Baye de Montreux,"999","9","9",CH,CH0001020999,Not applicable,Natural,{7010124F-2BF8-418B-BC48-81E8DCA687ED},"2003",Seeachse,baye-de-montreux-d,46.430962000000001,6.908673000000000,Montreux,Lac Léman,l,"1465"
"15304",GN200,2005/11/17,"2543",Tscherlerbach,"0","8","8",CH,CH0025430000,Not applicable,Natural,{2AFEF31F-692A-4737-BD8B-6D25381DC7D8},"2005",Fluss,seez_spennwiesenbrucke,47.114947999999998,9.310123000000001,Walenstadt,Seez,r,"2177"
"15304",GN200,2005/11/17,"2543",Tscherlerbach,"0","8","8",CH,CH0025430000,Not applicable,Natural,{2AFEF31F-692A-4737-BD8B-6D25381DC7D8},"2005",Fluss,walensee_walenstadt_wysse,47.121828200000003,9.299551700000000,Walenstadt,Walensee,l,"1566"
"11850",GN200,2009/05/06,"3899",Baye de Clarens,"999","9","9",CH,CH0038990999,Not applicable,Natural,{17850A12-D1F8-491F-A5BB-0F5FF55A28C5},"2009",Seeachse,baye-de-clarens,46.439787000000003,6.888903000000000,Montreux,Lac Léman,l,"1582"
"20520",TLM,2019/06/27,"56",Ticino,"0","3","4",CH,CH0000560000,Not applicable,Natural,{EB0D0475-49AA-419D-96F1-D912FF921FB1},"2019",Fluss,canale-saleggi,46.200624500000004,9.015853000000000,Bellinzona,Ticino,r,"2941"
"16607",TLM,2015/09/22,"207",La Thielle,"0","6","6",CH,CH0002070000,Not applicable,Natural,{546697ED-7E95-47B7-B320-616E2D9ED340},"2015",Fluss,la-thiele_le-mujon_confluence,46.775340000000000,6.630900000000000,Yverdon-les-Bains,La Thièle,r,"3250"
"11912",TLM,2020/07/02,"665",Hemishoferbach,"0","10","10",CH,CH0006650000,Not applicable,Natural,{9854F068-AAE2-4B50-BBED-D6FF0F4F8EEF},"2020",Fluss,rhein_hemishofen_stolll,47.675523599999998,8.828029200000000,Hemishofen,Rhein,r,"1595"
"13826",TLM,2020/07/14,"2825",Staldenbach,"0","9","9",CH,CH0028250000,Not applicable,Natural,{795713AA-5CEC-4BBF-975C-682F04FAE031},"2020",Fluss,pfafikon-bad,47.206766000000002,8.774182000000000,Freienbach,Zürichsee,l,"2178"
"11802",TLM,2015/09/21,"1411",La Thielle,"999","5","5",CH,CH0014110999,Not applicable,Natural,{439FBBF2-3D50-425B-B4CD-CF2B71692D67},"2015",Seeachse,camp-des-peches,47.052812000000003,7.074053000000000,Le Landeron,Bielersee,l,"10"
"15978",LK200,2005/01/01,"206",L'Areuse,"999","7","7",CH,CH0002060999,Not applicable,Natural,{C1513D29-EF3F-4A58-B111-944C9239C2EA},"1998",Seeachse,pointe-dareuse,46.946190000000001,6.870970000000000,Boudry,Neuenburgersee,l,"1425"
"18528",LK200,2005/01/01,"2818",Friesenbergbach,"0","10","10",CH,CH0028180000,Not applicable,Natural,{B6E87AE2-BE9A-4757-810C-82CD04A6480E},"1998",Fluss_U,zurcher-strand,47.364199999999997,8.537419999999999,Zürich,Zürichsee,l,"496"
"15196",TLM,2020/05/04,"577",Sihl,"0","6","6",CH,CH0005770000,Not applicable,Natural,{94D4F621-0D1F-433D-A832-B1EE136BF1E9},"2020",Fluss,zurcher-strand,47.364199999999997,8.537419999999999,Zürich,Zürichsee,l,"2544"
"16487",TLM,2015/09/15,"691",Wildbach,"0","9","9",CH,CH0006910000,Not applicable,Natural,{534AFB46-39D4-4AC5-AC89-D3DD1FF83612},"2015",Fluss,zuerichsee_zurich_kullg,47.353957299999998,8.550474299999999,Zürich,Zürichsee,l,"1462"
"19913",TLM,2015/09/21,"443",Birs,"0","5","5",CH,CH0004430000,Not applicable,Natural,{79943F0F-8C1F-4633-84A8-4655D2C5B603},"2015",Fluss,rhein_basel,47.556801800000002,7.601085600000000,Basel,Rhein,r,"583"
"12470",TLM,2019/06/05,"285",Thur,"0","5","4",CH,CH0002850000,Not applicable,Natural,{D3363656-3549-47F2-ABCD-E9C1B8980FA8},"2019",Fluss,thur_schoenenberg_schaera,47.524072599999997,9.198334700000000,Kradolf-Schönenberg,Thur,r,"3815"
"15482",TLM,2015/09/21,"37",Aare,"0","14","4",CH,CH0000370000,Not applicable,Man-made,{AA2BE83E-5DAF-4D3C-B507-79255F03F750},"2015",Fluss,beich,47.048495000000003,7.200528000000000,Walperswil,Aare,r,"2732"
"16730",GN200,2011/01/05,"803",Unterwasserkanal,"0","20","10",CH,CH0008030000,Not applicable,Man-made,{99F9EB0C-5627-4299-A6FD-B336B98611CF},"2003",Fluss,beich,47.048495000000003,7.200528000000000,Walperswil,Aare,r,"148"
"19079",LK200,2005/01/01,"2870",Waldibach,"0","10","10",CH,CH0028700000,Not applicable,Natural,{18997957-FB8B-4F56-8456-5BB64A9DC991},"2001",Fluss,sihl_adliswil_oggi_fort,47.312421700000002,8.526254900000000,Adliswil,Sihl,r,"96"
"16908",TLM,2015/09/21,"277",La Thielle,"0","6","6",CH,CH0002770000,Not applicable,Natural,{5F0E7C4A-0770-4AE7-A5A7-F4B41005329E},"2015",Fluss,aare-port,47.116169999999997,7.269550000000000,Port,Nidau-Büren-Kanal,r,"285"
"21541",TLM,2015/09/21,"11033",Hauptkanal,"0","18","9",CH,CH0110330000,Not applicable,Man-made,{A8EFC8F6-5117-4C50-BCCE-B6655A319127},"2015",Fluss,emme_utzenstorf_gruttert,47.123696000000002,7.539627000000000,Utzenstorf,Emme,r,"206"
"15304",GN200,2005/11/17,"2543",Tscherlerbach,"0","8","8",CH,CH0025430000,Not applicable,Natural,{2AFEF31F-692A-4737-BD8B-6D25381DC7D8},"2005",Fluss,seemuhlestrasse-strand,47.128639999999997,9.295100000000000,Walenstadt,Walensee,l,"905"
"11848",GN200,2005/09/15,"571",Jona,"999","7","7",CH,CH0005710999,Not applicable,Natural,{4F1B60ED-21EE-4C03-AB0F-E9D5206F7FF2},"2004",Seeachse,jona-river-rastplatz,47.216099999999997,8.844429999999999,Rapperswil-Jona,Jona,r,"1771"
"19955",TLM,2022/08/08,"1424",Chräbsbach,"0","9","9",CH,CH0014240000,Not applicable,Natural,{692DC812-4FC4-49C6-9BA4-1EF98ED705CB},"2020",Fluss,aare_bern_gerberm,46.989363099999998,7.452097700000000,Bern,Aare,r,"1561"
"13973",TLM,2020/01/28,"95",Le Rhône,"0","5","4",CH,CH0000950000,Not applicable,Natural,{A5CF1BDE-2AA1-45B1-BF41-5CCA43EC3350},"2019",Fluss,tschilljus,46.304398999999997,7.580262000000000,Salgesch,Rhône,r,"3210"
"16223",LK200,2005/01/01,"2524",Flybach,"999","9","9",CH,CH0025240999,Not applicable,Natural,{9EE05CA2-4C30-477B-A626-5B7D1423FC91},"1998",Seeachse,flibach-river-right-bank,47.133741999999998,9.105461000000000,Weesen,Walensee,l,"1351"
"19539",TLM,2015/09/17,"767",Gross Aa,"0","8","8",CH,CH0007670000,Not applicable,Natural,{60CF396A-7728-4734-982F-DF04D1D8555C},"2015",Fluss,sempachersee_sempach_tampec,47.128618099999997,8.191873700000000,Sempach,Sempachsee,l,"1520"
"16781",TLM,2020/07/16,"1493",Scherlibach,"0","8","8",CH,CH0014930000,Not applicable,Natural,{0C0EDB53-8001-4C23-97FA-D08C88829CE3},"2020",Fluss,sense_torishaus_g-cubes,46.883120599999998,7.353188900000000,Köniz,Sense,r,"1557"
"18435",GN200,2010/08/20,"496",Langete,"0","7","7",CH,CH0004960000,Not applicable,Natural,{B0DABB41-D8F9-4DCD-8FDE-CFB97421AA8B},"2010",Fluss,langete_langenthal_geiserm,47.216533200000001,7.792304100000000,Langenthal,Langeten,r,"3012"
"13256",TLM,2015/09/15,"2301",Dorfbach,"999","9","9",CH,CH0023010999,Not applicable,Natural,{86CBB2BD-B0B8-4326-BDBC-2062D1001523},"2015",Seeachse,greifensee_maur_simmenc,47.332386399999997,8.685514599999999,Maur,Greifensee,l,"1430"
"15274",TLM,2020/06/22,"4639",N_P,"0","10","10",CH,CH0046390000,Not applicable,Natural,{6B09C5AF-90D8-46BC-9645-FA2B2A43E452},"2020",Fluss,pacha-mama-gerra,46.123472999999997,8.783507999999999,Gambarogno,Lago Maggiore,l,"1679"
"17492",GN200,2011/10/17,"1",Rhein,"0","1","4",CH,CH0000010000,Naviguable and operational,Natural,{EA5FEA7A-BB8E-42BF-87A2-CEC7ECB3DF0E},"2011",Fluss,rhein_basel_hungerbuehlern,47.558217599999999,7.610348800000000,Basel,Rhein,r,"4070"
"16701",LK200,2005/01/01,"3584",Walensee,"0","6","6",CH,CH0035840000,Not applicable,Natural,{3A36870F-D186-478E-BED3-69E4FD7D1D07},"2001",Seeachse,walensee_walenstadt_wysse,47.121828200000003,9.299551700000000,Walenstadt,Walensee,l,"10"
"13058",GN200,2005/09/15,"2455",Linth,"0","5","5",CH,CH0024550000,Not applicable,Natural,{85CD682C-1860-4D5B-8FBD-30E77688F44E},"2004",Fluss,flibach-river-right-bank,47.133741999999998,9.105461000000000,Weesen,Walensee,l,"1242"
"22671",TLM,2015/09/21,"274",La Suze,"0","7","7",CH,CH0002740000,Not applicable,Natural,{B0530D32-CF63-44DB-A978-837B18C292A4},"2015",Fluss,nidau-strand,47.127195999999998,7.232613000000000,Nidau,Bielersee,l,"1099"
"13088",TLM,2015/09/22,"269",Sense,"0","6","5",CH,CH0002690000,Not applicable,Natural,{4B402571-E62E-40AE-AE80-659F964975A2},"2015",Fluss,sense_torishaus_g-cubes,46.883120599999998,7.353188900000000,Köniz,Sense,r,"2890"
"13928",TLM,2018/05/31,"95",Le Rhône,"0","2","4",CH,CH0000950000,Not applicable,Natural,{6A146C47-EB3A-4284-981F-68E24630CEEF},"2018",Fluss,lavey-les-bains-2,46.207726000000001,7.011685000000000,Lavey-Morcles,Rhône,r,"2688"
"15502",TLM,2015/09/21,"37",Aare,"0","5","4",CH,CH0000370000,Not applicable,Natural,{D93144FF-FB47-49E3-9F0C-28C58BC9B0F5},"2015",Fluss,aare_bern_scheurerk,46.970967199999997,7.452585700000000,Bern,Aare,r,"8123"
"17086",TLM,2015/09/22,"3039",Ruisseau de Crêt Moron,"999","10","10",CH,CH0030390999,Not applicable,Natural,{6BE5768A-64FD-43FA-8592-E49FFDCCE03E},"2015",Seeachse,nouvelle-plage,46.856646400000002,6.848428000000000,Estavayer,Neuenburgersee,l,"459"
"12372",GN200,2010/09/09,"216",Le Buron,"0","8","8",CH,CH0002160000,Not applicable,Natural,{3F8BC9CB-0743-4AB0-BC77-0772F815ECF3},"2010",Fluss,la-petite-plage,46.785054000000002,6.656877000000000,Yverdon-les-Bains,Neuenburgersee,l,"1825"
"13799",TLM,2020/07/02,"2025",Chatzenbach,"0","9","9",CH,CH0020250000,Not applicable,Natural,{14DE93B9-35A3-47E4-9A68-107472D2CDAD},"2020",Fluss,glatt_oerlikon_covosn,47.416769100000003,8.566712000000004,Opfikon,Glatt,r,"1407"
"17410",GN200,2010/10/07,"1",Rhein,"0","2","4",CH,CH0000010000,Not applicable,Natural,{B08E579D-7E4A-46CF-848F-68DD10A44B74},"2010",Fluss,rhein_hemishofen_stolll,47.675523599999998,8.828029200000000,Hemishofen,Rhein,r,"2935"
"19552",LK200,2005/01/01,"1002",Lissibach,"0","10","10",CH,CH0010020000,Not applicable,Natural,{3FE8D65B-8DE0-4D0E-B36F-34F24A0B9304},"1998",Fluss,lorze_baar_blarere,47.195401900000000,8.540236999999999,Baar,Lorze,r,"6"
"16308",TLM,2020/07/16,"1418",N_P,"0","10","10",CH,CH0014180000,Not applicable,Natural,{91180D16-6AF1-4888-B91A-548D5B61B381},"2020",Fluss,gummligrabbe,46.989289999999997,7.250730000000000,Kallnach,Aare,r,"1982"
"19609",GN200,2010/09/28,"160",La Mèbre,"0","9","8",CH,CH0001600000,Not applicable,Natural,{1A55C0F2-1664-437F-8DF2-DCF4A79CC16A},"2010",Fluss,lacleman_vidy_santie,46.518317799999998,6.589607800000000,Lausanne,Lac Léman,l,"1560"
"17055",LK200,2008/10/01,"3898",L'Ognona,"999","10","10",CH,CH0038980999,Not applicable,Natural,{0F3F4D76-F7CA-4189-A4B4-F8E052848FCB},"2008",Seeachse,bain-des-dames,46.450506799999999,6.858091800000000,La Tour-de-Peilz,Lac Léman,l,"1438"
"19057",TLM,2022/05/02,"11062",N_P,"0","20","10",CH,CH0110620000,Not applicable,Man-made,{5F6E985A-DD82-40C9-903D-48E40FEC7B4D},"2022",Fluss,linthdammweg,47.131790000000002,9.091910000000000,Weesen,Linthkanal,r,"675"
"19001",GN200,2010/09/28,"3884",La Sorge,"0","9","9",CH,CH0038840000,Not applicable,Natural,{743342B2-F280-476E-9485-BF2EFE9D1648},"2010",Fluss,tiger-duck-beach,46.518256000000001,6.582546000000000,Saint-Sulpice (VD),Lac Léman,l,"973"
"17055",LK200,2008/10/01,"3898",L'Ognona,"999","10","10",CH,CH0038980999,Not applicable,Natural,{0F3F4D76-F7CA-4189-A4B4-F8E052848FCB},"2008",Seeachse,ognonnaz-1,46.459941299999997,6.859134100000000,Vevey,Ognonnaz,r,"2056"
