OBJECTID,OBJORIG,DATEOFCHNG,GEWISSNR,NAMN,LAUFNR,BREITE,KLASSE,LINST,GWLNR,EXS,HOC,UUID,OBJORIG_YE,OBJVAL,slug,latitude,longitude,city,water_name,water,length
"21295",LK200,2005/01/01,"4724",Navegna,"999","9","9",CH,CH0047240999,Not applicable,Natural,{07E2363C-C43D-4AAD-9136-E4BE319A1102},"1998",Seeachse,rivapiana,46.172078999999997,8.813255000000000,Minusio,Lago Maggiore,l,"785"
"17055",LK200,2008/10/01,"3898",L'Ognona,"999","10","10",CH,CH0038980999,Not applicable,Natural,{0F3F4D76-F7CA-4189-A4B4-F8E052848FCB},"2008",Seeachse,oyonne,46.456682000000001,6.852262000000000,La Tour-de-Peilz,Lac Léman,l,"1438"
"18636",TLM,2015/09/14,"4063",Furtbach,"0","9","9",CH,CH0040630000,Not applicable,Natural,{8AF61F6A-F33C-470A-A321-4E2F482AF1D9},"2015",Fluss,katzensee_regensdorfzuerichaffoltern_stueberj,47.431128100000002,8.492924300000000,Zürich,Katzensee,l,"1371"
"13697",GN200,2010/09/21,"38",Reuss,"0","3","4",CH,CH0000380000,Not applicable,Natural,{DC34F688-37A3-4652-8946-72765A332194},"2010",Fluss,aare_brugg_buchie,47.494855299999998,8.236558100000000,Brugg,Aare,r,"2026"
"20099",TLM,2020/05/25,"1454",Bösbach,"0","10","10",CH,CH0014540000,Not applicable,Natural,{6066E533-2577-4665-AE7F-A02C35EE7D62},"2020",Fluss,zulg_steffisburg_schmassmanne,46.774243100000000,7.624537200000000,Steffisburg,Zulg,r,"1045"
"17400",TLM,2017/04/06,"1",Rhein,"0","2","4",CH,CH0000010000,Naviguable and operational,Natural,{74B7A02F-E9B4-4D20-9A73-A02CA2784B57},"2017",Fluss,rhein_eglisau_gomringerp,47.573315899999997,8.534584700000000,Eglisau,Rhein,r,"2682"
"11917",Divers,2013/03/06,"4793",Schifffahrtkanal,"0","7","7",CH,CH0047930000,Not applicable,Natural,{7D12FE7A-3D8F-4012-B17A-22F8F1C45904},"2012",Fluss,thun-strandbad,46.739939000000000,7.633520000000000,Thun,Thunersee,l,"234"
"14453",TLM,2015/09/22,"3213",Le Bey,"0","9","9",CH,CH0032130000,Not applicable,Natural,{6EF4D853-3243-450C-B525-230EBF134C91},"2015",Fluss,signalpain,46.786200000000001,6.647360000000000,Yverdon-les-Bains,Neuenburgersee,l,"130"
"21681",TLM,2015/03/10,"53",Maggia,"0","4","5",CH,CH0000530000,Not applicable,Natural,{77166099-4073-4A15-BEFD-A1C3BDF34D6F},"2015",Fluss,sentiero-giro-del-golf-spiaggia,46.145769999999999,8.790430000000002,Ascona,Lago Maggiore,l,"1322"
"15637",GN200,2005/01/01,"475",Fulbach,"999","9","9",CH,CH0004750999,Not applicable,Natural,{37DEF5B1-5238-4F55-95B8-91649C5195AB},"2003",Seeachse,oben-am-see,46.744451069999997,8.049921100000002,Brienz (BE),Brienzersee,l,"1816"
"15548",TLM,2015/10/22,"37",Aare,"0","6","4",CH,CH0000370000,Not applicable,Natural,{94BCBBF4-24B3-4537-886C-7FA1B06FEA83},"2015",Fluss,oben-am-see,46.744451069999997,8.049921100000002,Brienz (BE),Brienzersee,l,"1617"
"30362",TLM,2020/07/23,"11070",La Veveyse,"0","8","8",CH,CH0110700000,Not applicable,Natural,{2786D52A-CB48-49C7-A47F-90AC1CA171BE},"2020",Fluss,oyonne,46.456682000000001,6.852262000000000,La Tour-de-Peilz,Lac Léman,l,"1744"
"11850",GN200,2009/05/06,"3899",Baye de Clarens,"999","9","9",CH,CH0038990999,Not applicable,Natural,{17850A12-D1F8-491F-A5BB-0F5FF55A28C5},"2009",Seeachse,pierrier-sud,46.439560100000001,6.891000100000000,Montreux,Lac Léman,l,"1582"
"20838",GN200,2008/12/04,"2420",Linthkanal,"0","15","5",CH,CH0024200000,Not applicable,Man-made,{A38D863B-7639-4B33-BF10-2AB41EC2D20B},"2008",Fluss,gasi-strand,47.128442000000000,9.110830999999999,Weesen,Walensee,l,"814"
"17791",TLM,2020/07/22,"97",L'Aubonne,"0","9","9",CH,CH0000970000,Not applicable,Natural,{99641792-7178-48BF-B948-E02AE28FBE73},"2020",Fluss,la-pecherie,46.463918700000001,6.385732100000000,Allaman,Lac Léman,l,"1327"
"19627",TLM,2020/07/15,"1856",Lammbach,"0","9","9",CH,CH0018560000,Not applicable,Natural,{EE11E0FD-9223-419C-A0B7-E2707EC8EFEB},"2020",Fluss,oben-am-see,46.744451069999997,8.049921100000002,Brienz (BE),Brienzersee,l,"1155"
"21465",TLM,2020/07/24,"3953",Le Mauvoisin,"0","9","9",CH,CH0039530000,Not applicable,Natural,{27A94166-C49E-44E6-9C3F-0FB75F9334D9},"2020",Fluss,lavey-la-source,46.200803999999998,7.021866000000000,Lavey-Morcles,Rhône,r,"556"
"17156",TLM,2020/06/29,"4840",Riale del Monte Generoso,"0","10","10",CH,CH0048400000,Not applicable,Natural,{ACB6DFCC-F02F-468D-85F1-53719A33847A},"2020",Fluss,monte-generoso,45.929625000000001,9.019921000000000,Rovio,Alpes Lépontines,r,"781"
"15318",TLM,2020/01/27,"1287",Dorfbach,"0","9","9",CH,CH0012870000,Not applicable,Natural,{845BC87B-836C-4DA0-B457-33F6EEA93A00},"2019",Fluss,schutzenmatte,47.057665999999998,7.634001000000000,Burgdorf,Emme,r,"2216"
"12372",GN200,2010/09/09,"216",Le Buron,"0","8","8",CH,CH0002160000,Not applicable,Natural,{3F8BC9CB-0743-4AB0-BC77-0772F815ECF3},"2010",Fluss,la-thiele_le-mujon_confluence,46.775340000000000,6.630900000000000,Yverdon-les-Bains,La Thièle,r,"1485"
"16700",LK200,2005/01/01,"3584",Walensee,"0","6","6",CH,CH0035840000,Not applicable,Natural,{778D5DB8-962E-4C52-88C6-82684C379BDD},"1998",Seeachse,flibach-river-right-bank,47.133741999999998,9.105461000000000,Weesen,Walensee,l,"18"
"21077",TLM,2020/01/28,"4140",N_P,"0","10","10",CH,CH0041400000,Not applicable,Natural,{3FF85316-21BB-4A61-BF44-9194D10B7194},"2019",Fluss,tschilljus,46.304398999999997,7.580262000000000,Salgesch,Rhône,r,"309"
"22933",TLM,2015/03/09,"294",Limmat,"0","4","4",CH,CH0002940000,Not applicable,Natural,{A249B225-248F-4032-8B2C-1300340E9699},"2015",Fluss,zurichsee-feldeggstr-banningersand,47.359392200000002,8.547368199999999,Zürich,Zürichsee,l,"777"
"15197",LK200,2005/01/01,"577",Sihl,"0","6","6",CH,CH0005770000,Not applicable,Natural,{FAC74214-0DA8-4B46-9786-AE65F166F63C},"2001",Fluss,sihl_adliswil_oggi_fort,47.312421700000002,8.526254900000000,Adliswil,Sihl,r,"3129"
